x,y
-3693.750391,689.9164279
-3685.955071,690.6945037
-3678.953704,692.9436807
-3674.202776,696.9422174
-3682.842781,706.6854652
-3732.216692,695.4484057
-3763.250488,719.6658715
-3781.715292,728.3681411
-3785.966122,721.6206103
-3796.968269,724.1196958
-3791.967293,715.8727137
-3806.250293,710.5001829
-3800.41729,711.4175177
-3823.462802,695.6883612
-3808.959971,678.3613584
145.5448133,-1228.058895
161.5479375,-1232.807158
164.666689,-1215.333023
176.0507688,-1214.147314
204.0562363,-1221.144754
211.8911093,-1202.401613
-4359.130776,-538.2199122
-4873.501464,1902.004024
-4932.499902,1815.167693
-4976.665826,1823.164416
-4947.8331,1861.335409
-5096.667568,1775.502378
-3373,537.75
-3791.799296,301.0537375
-3700.222967,368.8372368
-3744.222572,182.0121792
-3786.475099,137.7627088
-3781.724594,109.5097169
-3748.721082,113.5101405
-3706.505494,-17.46221432
-3699.556133,-25.9984114
-3742.345539,-207.8579792
-3752.246088,-201.4933442
-3762.146636,-203.6148892
-4685.864187,-392.2270111
-4547.963692,-370.3043793
-4447.195801,-424.7738738
-4359.43397,-342.9709817
-3617.532309,-184.1073339
-4754.750488,-334.164957
-4715.295301,631.9000092
-4692.379061,-369.5
-3859.59242,-612.8823377
-6133.000391,2049.172098
-4784,1842
-5445.500391,3064.338884
-5866.750961,3423.835218
-5320.166591,2810.832109
-5087.4169,2800.001646
-5888.499414,2822.335416
-5865.249707,2617.002926
-6331.667974,2879.50676
-7092.25,2980.588526
-7449.30926,2013.549703
-6197.250391,1567.583572
-5835.999805,1099.339806
-5182.499121,1396.25
-5342.500098,1668.342359
-4932.480746,1873.192909
-4909.000488,2069.587047
-4856.916884,2472.417876
-5404.165517,2463.17283
-5728.83292,2312.00695
-5360.000293,1893.504756
-6501.078928,2183.725025
-7022.923733,1630.767522
-3071.75,-877
-3264,-684.5
-3327,-758.5
-4328,-206.5
-4403.800215,-123.2108486
-4137.574512,-92.45170359
-4123.365155,-157.6466524
-3778,-390
-3933,-198
-3718.5,343
-3613.75,204.75
-3332.5,312.5
-3273,341.5
-3123,566.5
-3694,1527.5
-3315.562879,1476.971797
-2695.75,1619.25
-2404.25,1526.5
-2469,812.5
-2454,731.5
-2460.25,655.75
-2424.5,644.25
-2372.75,609
-2630.25,454.75
-2964.5,-174.75
-2752.25,-341
-2656.75,-303.5
-2621.75,-408.5
-2517.592877,-315.1903397
-2404.809345,-432.9236187
-2588.303555,-464.3898705
-2704.62262,-487.7243943
-2370.161113,-651.7731675
-4277.25,695
-4356.5,728.5
-4391.945729,135.5225581
-3600.445676,-498.9774949
-2820.836807,-560.0264389
-3319.05467,-1025.043702
-3745.37399,143.5
-3740.623063,142
-4752.501074,1387.338328
-4775.738935,1441.857772
-4859.333799,1304.341262
-4911.33458,1847.668806
-4927.749902,1829.083031
-4975.5,1934.5
-4897.5,1883
-4884.5,1872.5
-4894.5,1867.5
-5020,1801
-5102.5,1766.5
-4841.333589,1817.669713
-4747.333311,1680.002736
-4729,1772
-4700,1869.5
-4774.500098,1592.667876
-4762.583506,1671.750183
-5049.666201,1638.337238
-5105.002148,1633.171359
-5181,1539
-5160,1610
-4958.834272,1858.003658
-4962.833296,1752.167159
-4853.500293,1819.251829
-5243.085541,1718.163988
-5448.499512,1708.165261
-5539.413706,1445.505545
-5639.822869,1538.843641
-5601.639103,1595.412183
-5746.595993,1625.817775
-5696.750195,1773.412707
-5587.496967,1825.928994
-2100.753429,1008.513555
-5641.237082,1711.377695
-5458.803533,1542.379175
-2078.126012,990.8358852
-2075.297585,1009.220662
-5074.916396,1420.669522
-5012.416524,1261.000732
-2060.448343,1019.120156
-5132.416997,1172.335218
-5172.417095,1063.75
-5173.250976,1084.168249
-4944.166689,1261.335584
-4990.5,2081.5
-5108.550473,2011.428404
-5265,1952
-5531.5,2007.5
-2740.5,-1191.5
-2326.320492,-1473.431247
-2329.148919,-1394.235288
-2682,-801
-5304.003905,1968.005106
-3141.5,-921
-3255.75,-944
-2382.535481,-304.9372913
-2264.25,-269.25
-2563.75,-254.5
-2565.322584,-184.7291385
-3678.308658,292.2143854
-3732.75,315.5
-3754.25,359.5
-3440.5,-8
-3539,-102.5
-3974.75,-474
-4081,-561
-4202.5,-493.25
-4165.75,-511.75
-4204.25,-236
-4252.75,-67.75
-3288.25,-250
-4316.75,708
-3883,1582
-3839,1704
-3751.5,1563.5
-3509.25,1303.75
-3808.25,1097
-3395,1194.75
-3172.5,1298.25
-3108.5,1489
-2378.646394,594.1489809
-3719.25,808.75
-2343.291055,574.3499911
-3327.25,914.75
-3314.25,761.25
-2434,710
-3168.75,241.25
-2445,727
-3162.993556,-28.84383003
-2420.365694,1251.758287
-2242,1415.5
-2588,1254
-2430.618742,899.6191104
-2661,1255
-2948,1129
-2937,1139
-2916,1140
-2907.25,1138.5
-2904.25,1162.25
-2907.75,1153
-2877.75,1125
-2876.5,1134
-3062,1282.5
-3072.5,1289
-2983,1317
-2972.5,1325.5
-3128,1456
-3105,1461
-3670,-617.75
-3424.75,552.25
-3351.75,1520
-4775.972343,1820.510587
1859.5,-2531
-5394.5,1960
-5156.3331,2114.253658
-5167.332988,2127.178149
-5149.165029,2126.41533
-5129.166802,2128.919171
-5155.667681,2208.085035
-5122.57274,2311.829552
-5150.5,2370.418432
-5128.500683,2348.752195
-5108.666912,2328.448361
-5150.504976,2339.578967
-5245.333296,2468.335035
-5271.420236,2451.718495
-5316.167342,2502.502926
-5397.99235,2290.498149
-5434.761902,2246.657529
-5417.79134,2241.707781
-5465.501855,2188.000915
-5474.834565,2167.503475
-5461.750015,2035.750015
-5533.001562,2163.500915
-5703.5,2288.499985
-5521.5,2339
-5557.5,2253.5
-5518,2320
-5526,2357
-5697.919557,2295.218999
-5738.165908,2286.173188
-5858,2293.66405
-5897.563567,2241.830109
-6109.999805,2007.174643
-6164.499805,1970.502195
-6264.750195,1872.837596
-6318.666704,1902.33156
-6322.666329,1987.500549
-5905.332042,2338.667883
-5989.75,2311.418806
-6074.666787,2250.584304
-6244.500976,2304.997256
-6363.749414,2303.92081
-6335.997462,2262.167701
-6381.577882,2278.477334
-6397.134232,2199.281374
-6340.332823,2201.670818
-5481.417583,2508.584502
-6491.667958,2223.666428
-5413.908421,2462.41056
-5403.906468,2464.909645
-5409.90764,2470.90745
-5878.00132,2687.061411
-5799.168071,3388.169156
-4844.497657,2033.833816
-4834.664053,2031.999634
-4839.33087,2042.084007
-4729.915157,1446.912937
-6513.583409,2311.250549
-4770.499317,1467.00128
-4774.709287,1468.945586
-4767.70792,1475.1933
-6530.777413,2420.605797
-7023.596717,2891.235551
-7018.33292,2888.168746
-7023.451721,2883.708481
-6498.083589,2410.16844
-4837.45792,1817.293524
-4846.959775,1818.293158
-5738.947376,2288.960218
-5830.90803,2456.381478
-5866.952844,2320.21726
-6442.167403,2334.833953
-6493.300754,2324.439275
-5896.251757,2445.370869
-5854.743654,2388.391721
-5837.367922,2489.585401
-5828.953625,2471.200341
-5853.4567,2505.445494
-5858.707725,2503.946043
-6377.335242,2323.025061
-5894.250391,2512.665993
-6370.167177,2312.583763
-5893.5,2523.497439
-6273.749219,2311.501463
-6143.916787,2245.253109
-5983.583604,2544.417891
-5981.202795,2550.948055
-5982.666103,2546.416961
-6103.746711,2497.729301
-6105.124381,2502.612639
-6134.000391,2312.50128
-6100.149383,2279.184441
-6104.084077,2267.753109
-6301.193227,2890.714699
-6846.853551,2111.525241
-7363.165554,2112.665711
-6174.246615,1780.556467
-6659.083296,2294.584311
-6446.250488,2254.834128
-5876.045593,2637.049773
-5877.10646,2643.411406
-5846.330254,2658.6719
-5884.90266,2900.354957
-5877.919063,2422.413669
-6769.666201,2331.009877
-5885.584174,2904.833572
-5805.888309,2975.940556
-5804.888113,2981.938361
-5798.886942,2981.938361
-5801.887527,3019.258017
-6838.000195,2295.501097
-5827.03606,3041.339993
-6879,2282
-5734.384794,3013.915498
-5824.453527,2952.056594
-6945,2235
-5807.474875,2991.187425
-6006.19679,3021.939093
-6008.697279,3024.688087
-6043.704113,3021.939093
-5951.4361,2962.460858
-6959.993577,2295.684544
-6088.083686,2830.502195
-6077.195228,2807.471375
-6075.694935,2810.970095
-6914.736395,2227.565645
-6818.999902,2255.999817
-6876.91729,2376.166237
-6939.501074,2376.16642
-6962.58611,2399.866664
-6952.920162,2409.999195
-6820.415908,2395.583206
-6795.999317,2351.25
-6821.083491,2360.083039
-6889.280551,2315.953993
-6999.333018,2444.336514
-7108.91524,2290.834015
-7150.332042,2047.5
-7227.50166,1980.49817
-5344.1669,1951.749268
-5447.833604,1721.663805
-5735,1648
-6237.045261,2264.05236
-6422.750098,2268.16972
-6915.666672,2319.666672
-7180.997462,1965.669705
-7178.998017,1920.502928
-7025.5,1918.5
-7046.499805,1937.331393
-6938,1875
-6916.499805,1805.16289
-6858.5,1858
-6852.5,1919.5
-6885.155294,1999.639828
-6888.80904,2042.067528
-6913.833116,2128.500366
-6932.166787,2116.169354
-6971.5,2124.5
-6893,2166
-6896.75,2136.5
-6898.001588,2201.522974
-6966.25,2205.166054
-6868.833311,2078.084677
-6867.833213,2062.339075
-6842.332792,2024.339075
-6925.749024,1989.416977
-6948.833018,1959.661474
-6939.5,1957.5
-6869.000098,2141.582475
-6842.260021,2199.159801
-6898.472525,2101.466826
-6854.632043,2061.395552
-6897.5,2249.504573
-5852.667012,2523.332475
-6132.000195,1739.173561
-6009.498926,1636.338701
-5981.998047,1610.673729
-6045.166103,1502.003658
-5993.000586,1690.337596
-6138.501464,1621.838511
-6141,1510
-6129,1494
-5951,1407
-5952,1314
-6061,1303
-5929.666982,1099.163439
-5831.666802,1082.329058
-5803.999707,1244.333214
-5787,1303
-5773.000781,1095.161959
-5811.166314,1070.173561
-5789.665435,1125.503841
-5811.169813,1082.164774
-5781.83328,1079.331986
-5748.333378,1073.662874
-5513.16672,922.336148
-5807.834092,1071.831445
-5509.716602,1401.673202
-5509.999121,1354.496157
-5543.000195,1251.002195
-5147.166622,1038.582848
-5279.583018,968.2494513
-5281.666509,960.0848601
-5530,1278
-5357.333799,1154.916062
-6112.500293,2609.171
-6295.25,2515.25
-6282.333491,2512.167876
-6369.667681,2527.586864
-6540.999609,2276.833946
-6551.833393,2269.417883
-6244.083589,2325.004207
-6195.331425,2392.667144
-6215.5,2376.004024
-6215,2335.5
-6194,2256.5
-6216.331636,2250.000183
-6216.5,2297.5
-6054.500488,2693.171732
-6155.166201,2681.085051
-6241.498633,2796.335767
-6454.500391,2511.335752
-6612.094693,2690.720587
-6734.499609,2620.251463
-6718.582695,2646.918981
-7102.250293,2610.087779
-7096.166884,2868.496891
-7208.749024,2963.423188
-7211.014137,2968.613552
-7212.835331,2954.496889
-7222.5831,2964.583404
-7210.83253,2962.91655
-7222.916411,2946.50183
-7271.416802,2881.332909
-4576.33427,-8.305996626
-4543.807358,-15.37706444
-4552.292639,-1.234928814
-4573.505843,41.19147806
-4529.665222,124.6300782
-4511.280446,109.0737291
-4620.17489,44.72701196
-4661.187084,-21.74102547
-4665.429724,-7.598889845
-4649.873375,-17.49838478
-4652.701802,-6.891783063
-4452,26
-4454.5,37.5
-4442,28
-4445.5,40
-4476,37.5
-4479.5,45
-4468,37.5
-4702.08292,1394.166725
-4733.311975,1367.016693
-4741.797257,1366.309586
-4727.655121,1374.794867
-4800.48712,1428.534983
-4807.558187,1430.656303
-4830.185604,1369.138013
-4762.303353,1673.901036
-4756.646499,1676.729463
-4810.386615,1730.469578
-4804.72976,1733.298005
-4709.977452,1752.389889
-4714.927199,1755.218316
-4975.142495,1614.504066
-4976.556708,1611.675639
-4963.121679,1629.353309
-4799.780013,1809.665538
-4803.315547,1810.372645
-4823.821643,1850.677731
-4851.398808,1878.962002
-4856.348555,1880.376216
-4950.393757,1815.322392
-4956.050611,1814.615285
-4953.222184,1809.665538
-5005.548086,1832.292955
-4993.75,1838.5
-5002.719659,1849.263518
-4997.769912,1848.556411
-5014.033368,1834.414275
-5002.012552,1884.618857
-4953.929291,1881.790429
-4957.464825,1881.083323
-5016.154688,1889.568604
-5084.390492,1935.176991
-5087.572473,1934.116331
-5099.239735,1927.045263
-5097.118414,1930.227244
-5095.350647,1923.863283
-5094.289987,1927.045263
-5105.957249,1922.449069
-5101.361055,1890.629264
-5099.593288,1889.568604
-5115.149637,1901.942973
-4717.048519,2004.119903
-4663.665923,2015.586148
-4837.963779,2054.324484
-4845.034847,2052.910271
-4910.795777,2012.605184
-4918.573952,2018.969145
-4747.454111,2467.274844
-4751.696752,2465.860631
-4750.989645,2462.325097
-4753.110965,2438.283466
-4708.563238,2451.011388
-4709.977452,2452.425602
-4707.856131,2447.475854
-4823.167763,2375.582475
-5148.383656,2149.076793
-5067.773483,2071.295047
-5072.016124,2071.295047
-5041.74795,1644.333039
-5106.416494,1622.084685
-5110.166787,1621.66844
-5400.820777,1611.675639
-5396.578136,1536.015213
-5120.334483,1434.333755
-5033.499805,1540.751646
-4904,1211
-4904,1208
-6189,1557
-6193,1557
-6242,1537
-6239,1537
-6246,1537
-6243,1535
-6254.5,1527.5
-6256,1526.25
-6251.25,1484.25
-6219.25,1508
-6186,1480.5
-6184.5,1480.5
-6032.5,1311.751941
-6032.267132,1315.751451
-5958.374474,1501.366981
-6003.982861,1688.750278
-6009.639715,1692.285812
-5758.970362,1493.588807
-5842.762515,1696.528453
-5624.582042,1696.166054
-5451.5,1601
-5510.5,1635
-4717.755626,1894.518352
-4730.666802,2231.750183
-4851,2148.916062
-4870.916689,2110.750183
-5022.999024,2150.832475
-5096.250098,2154.255121
-5122.583506,2198.918973
-5127.999399,2408.417518
-5051.833686,2442.334487
-4969.667388,2446.502027
-4736.834174,2446.669903
-4671,2375
-4763,2316
-4795,2338
-4936.333799,2358.334311
-5023,2254
-5027,2226
-4969,2226
-5058,2324
-5020,2201
-5073,2097
-5129.166607,2124.91642
-5219.801441,2219.433918
-5162.879345,1968.057457
-5106.501367,1533.834128
-5383.850214,1691.578705
-5298.761252,1362.18591
-5732.453857,1059.425243
-5859,2037
-5961,1985
-5950.833116,2015.500183
-5860,1989.335035
-5842,1832
-5854,1850
-5542.242133,1985.02802
-5542.242133,2080.487435
-5692.148771,2110.893027
-5587.143414,2141.298618
-5657.854092,2133.16689
-5566.637317,2170.289996
-5456.332417,2173.252926
-5335.766953,2038.061028
-5266.470488,2012.605184
-5213.43748,1940.480292
-5252.328353,1922.802623
-5364.051224,2218.373257
-5355.565943,2210.595083
-5427.690835,2373.936749
-5429.833198,2364.163614
-5262.934955,2497.680436
-5347.250586,2468.081269
-5339.249805,2628.667159
-5270.251562,2653.920071
-5371.583979,2928.584319
-5560.753612,2838.248537
-5550.335068,2825.670078
-5055.752668,2517.479426
-5103.128822,2553.541872
-5055.918364,2580.753475
-5121.917568,2511.91972
-4827.087982,2728.334868
-5006,2823.5
-5102.58292,2320.58028
-5185,2278
-5634.835834,2512.504938
-5735.667372,2421.837794
-5169.362899,2398.687297
-5203.5,2356
-5208,2399.5
-5215.000195,2404.167525
-5237.999902,2266.66972
-5346.5,2386
-5237,2378.5
-5298.834287,2328.167342
-5365,2370.5
-5336.332042,2301.167159
-5356.5,2374
-5204.667665,2227.005487
-5219.16711,2313.416603
-5178.498536,2266.670086
-5184,2299
-5181.25,2259
-5171,2296
-5347.5,2392.5
-7551.666006,2562.000549
-7575.500098,2521.417152
-7530.833994,2496.001097
-5367,3045.668623
-5257.5,3055
-3862,1630
-3838,1633
-5249.5,3046
-5356.333409,3192.001097
-4102.572727,1772.895985
-5388.5,3141.5
-4087.016377,1777.845733
-5550.416201,3115.25
-5556.166396,3114.583389
-5685.167095,3204.333953
-5651.250976,3238.335584
-5591.000488,3566.249268
-5646.751367,3573.834128
-5590.666607,3623.749634
-5543.750293,3588.00128
-5540.120813,3590.160413
-5544.16581,3565.417701
-5610.750195,3588.749634
-5199.750488,3029.836506
-5224.666119,3091.416977
-5142.49367,3182.636198
-5159.916982,3196.502744
-5627.750976,3418.087596
-5350.416509,3429.503658
-5367.940312,3415.858591
-5180.832011,3438.502195
-3191.000976,-728.9952521
-5184.332628,3394.08467
-5184.583311,3379.749817
-5206.250293,3400.166794
-5209.333506,3351.083572
-686.5500336,-485.174108
3258.408866,-2004.564957
-1492,-433.7740715
-4923.499902,1829.583214
-4963.000586,1596
-5646.185173,1620.518354
-3956,-367
-3948,-355
-4253.5,-13
-2382.765847,1298.363736
-4957.91729,1596.083389
-4794.334565,1830.503475
-7311.167177,2628.33255
-7228.333003,2960.415269
-7134.168965,2726.66533
-6875.087592,2671.161672
-6651.499805,2457.170437
-5652.333491,3152.669354
-7103.994923,2748.835416
-7154.667275,2797.667274
-7236.469981,2967.201149
-7255.996485,2740.823217
-7299.666591,2657.495974
-7332.249902,2624.999268
-7343.249512,2639.003111
-7367.749414,2654.084311
-7076.749902,2526.249085
-7076.081538,2705.335767
-7047.16877,2690.499268
-7057.000098,2635.750183
-7021.83419,2671.5
-6962.08419,2678.330888
-6921.167794,2664.833084
-6964.167958,2668.746523
-6550.083784,2461.833397
-6604.500195,2691.247988
-6631.498633,2691.830347
-6631.5,2825.5
-6573.833491,2854.335646
-6590,2761
-6620.5,2846.5
-6623.417485,2851.249634
-6545.250488,2823.164225
-6569.503124,2693.497805
-6541.916524,2642.749817
-6652.635811,2781.584326
-6610.166494,2869.500915
-6664.251367,2581.415078
-6631.069033,2621.189286
-6543.832237,2348.503292
-6589,2324.834677
-6566.666787,2350.002561
-6617.5,2302.5
-6644.333296,2352.999634
-6644.5,2351.5
-6686.930352,2406.232435
-6645.83292,2271.662524
-6642.833296,2426.416428
-6647.749317,2426.5
-6637.082905,2426.5
-6683.000391,2310.335051
-6576.5,2172
-6578,2169.5
-6671.5,2065
-6676.833964,2094.172266
-6619.33123,2023.335416
-6727.999609,1958.168242
-6481.417208,2140.918432
-6488,2179
-6484,2412
-6344.832612,2212.500915
-6499.663196,2409.764628
-6462.165728,2153.501097
-6476.081065,2118.244879
-6549.5,2059.5
-6898.915728,2244.833397
-6878.833589,2269.166611
-6782.001825,2242.299995
-7131.001464,1995.168738
-7149,2057.5
-7152,2092.5
-7144.31027,2118.668097
-7106.083897,1999.582901
-7085.332597,1987.165452
-6823.415923,2468.836316
-6878.418154,2633.336012
-6934.416787,2461.750732
-6761.5,2583.416184
-6767,2585.5
-6767.75,2551.25
-6894.331636,2646.335203
-6896.083003,2254.581986
-4963.083296,1893.083039
-6354.666704,1977.583023
-6367.166704,1972.41972
-6734.41563,1803.414042
-6759.3331,1759.416062
-6765.820167,1759.740438
-6873.999512,1860.33467
-6922.166817,1860.000183
-6872.250586,1899.583031
-6887.002929,1898.75
-6926,1861.25
-6307.667681,2930.168074
-6371.999805,3132.999085
-6351.833589,3089.665879
-6452.642114,3096.246326
-6527.999805,3168.579805
-6780.73966,3119.58085
-6677.079668,3123.166245
-6687.585053,3122.911489
-6552,3127.000015
-6707.200555,3195.948382
-6733.583296,3170.000183
-6816.083116,3169.080896
-6861.750293,3168.91642
-6899.5,3168
-6203.583491,3067.837428
-6297.085737,3111.087596
-6885.582432,3168.999634
-6982.916704,3169.085051
-7190.998828,3106.667175
-7307.500293,3071.502012
-7402.416607,3036.416786
-7457.497266,2927.923378
-7406.917681,2919.914965
-7400.518754,2788.89231
-7397.334077,2742.500732
-7385.75,2697.75
-7384.25,3061.75
-7372.999219,2635.005853
-7387.333881,2600.089616
-7290.50371,2526.672662
-7419.25,2502.5
-7341.666494,2343.335218
-7259.5,2275.25
-7240.916704,2260.166245
-7171.887806,2359.089317
-7182.254003,2382.077727
-7136.743654,2273.250732
-7176.012351,2277.770227
-6983.500781,2809.499634
-6853.58419,2784.168425
-6475.333506,2535.998903
-6340.497559,1966.500915
-6929.664053,2334.334128
-6788.164282,2315.246886
-6862.5,2199.170635
-6811.417485,2313.16844
-6931.915615,2309.668981
-6919.501074,2306.752378
-6866,2387
-6850.499024,2303.504024
-7217.5,2238
-7100.917958,2435.582169
-7211.25,2399.583755
-7156.250293,2383.249817
-7128.58437,2190.168249
-7117.675489,2226.8544
-7251.168154,2402.665436
-7136.5,2271.5
-7422.084077,1913.583824
-7247.16708,1801.086681
-7156.583198,2047.166725
-7141.332853,2049.838224
-7102.355288,1779.496884
-6914.500195,1646.835051
-6907.167681,1670.083755
-6844.330937,1679.75
-6786.333491,1654.500183
-6781.416021,1639.083938
-6995.5,1610.25
-7057.75,1601.249268
-6547.167095,1739.833206
-6548.332905,1696.832482
-6556.75,1718.083023
-6570.333018,1717.33377
-6653.46044,1716.680996
-6550.083979,1718.834487
-6553.000488,1721.000732
-6522.417177,1718.916977
-7431.5,1891.5
-7368.664346,1762.49634
-7423.146193,1968.410999
-7380,1765
-5575.332988,3016.666168
-5968.166689,3230.250549
-5939.583198,3241.339059
-5994.415923,3331.922639
-5856.082725,3438.250366
-5848.749805,3402.750183
-5845.666802,3398.335226
-5843.249219,3450.416062
-5865.917388,3456.666794
-5808.75,3446.66623
-5803.917388,3477.416245
-5818.665127,3450.589623
-5823.66542,3419.503475
-5815.249902,3393.583938
-5832.582042,3432.326622
-5807.25,3202.582848
-5777,3159.669713
-5819.917583,3123.086316
-6886.249902,1871.000732
-7359.499414,2040.167267
-7399.83271,2001.249451
-7430.570792,1987.502893
-7403.700735,2063.163319
-7409.167794,2087.162874
-7286.000391,2086.505121
-7296.999609,2077.162524
-7330.666591,2186.834182
-7310.999024,2195.662539
-7339.5,2061
-7352.83271,2354.497438
-7350.783474,2330.566146
-7292.165225,2074.498536
-7319.671881,2011.543489
-7466.5,2114.5
-7458.332823,2128.829424
-7415,2189.582909
-7415.333409,2212.336118
-7471.229432,2247.364635
-7497.499805,2258.503294
-7332.582222,1969.166542
-7374.332905,1763.500183
-5983.666216,2526.170985
